,0
0,https://lnb.com.br/noticias/tricampeoes-venceram/
1,https://lnb.com.br/noticias/de-pe-novamente/
2,https://lnb.com.br/noticias/primeira-vitoria-3/
3,https://lnb.com.br/noticias/superioridade/
4,https://lnb.com.br/noticias/na-primeira-prorrogacao/
5,https://lnb.com.br/noticias/vitoria-e-preocupacao/
6,https://lnb.com.br/noticias/sem-moleza/
7,https://lnb.com.br/noticias/de-tirar-o-folego/
8,https://lnb.com.br/noticias/fator-casa/
9,https://lnb.com.br/noticias/avassalador/
10,https://lnb.com.br/noticias/juventude-levou-a-melhor/
11,https://lnb.com.br/noticias/o-cara/
12,https://lnb.com.br/noticias/forca-de-mandante/
13,https://lnb.com.br/noticias/emocionante-2/
14,https://lnb.com.br/noticias/evoluindo/
15,https://lnb.com.br/noticias/para-ganhar-confianca/
16,https://lnb.com.br/noticias/voando-2/
17,https://lnb.com.br/noticias/caldeirao-sorocabano/
18,https://lnb.com.br/noticias/e-ninguem-para/
19,https://lnb.com.br/noticias/terceira-seguida/
20,https://lnb.com.br/noticias/mandando-em-casa/
21,https://lnb.com.br/noticias/na-cola-do-lider/
22,https://lnb.com.br/noticias/lider-historico/
23,https://lnb.com.br/noticias/ceara-em-festa/
24,https://lnb.com.br/noticias/ate-o-limite/
25,https://lnb.com.br/noticias/terceira-seguida-2/
26,https://lnb.com.br/noticias/dupla-decisiva/
27,https://lnb.com.br/noticias/08122012-vila-velha-86-x-89-suzano/
28,https://lnb.com.br/noticias/emocao-cearense/
29,https://lnb.com.br/noticias/nem-ai/
30,https://lnb.com.br/noticias/pique-total/
31,https://lnb.com.br/noticias/13122012-tijuca-69-x-83-basquete-cearense-2/
32,https://lnb.com.br/noticias/voltar-a-vencer/
33,https://lnb.com.br/noticias/autoridade/
34,https://lnb.com.br/noticias/valeu-pela-vitoria/
35,https://lnb.com.br/noticias/ja-e-a-segunda/
36,https://lnb.com.br/noticias/vitoria-nota-1000-2/
37,https://lnb.com.br/noticias/que-moral/
38,https://lnb.com.br/noticias/elenco-forte-2/
39,https://lnb.com.br/noticias/escrita-mantida/
40,https://lnb.com.br/noticias/sprint-final/
41,https://lnb.com.br/noticias/pressao-no-adversario/
42,https://lnb.com.br/noticias/o-unico-invicto/
43,https://lnb.com.br/noticias/poder-de-reacao/
44,https://lnb.com.br/noticias/sofrido-mas-invicto/
45,https://lnb.com.br/noticias/aqui-eu-mando/
46,https://lnb.com.br/noticias/quatorze-vezes-de-tres/
47,https://lnb.com.br/noticias/perto-de-um-recorde/
48,https://lnb.com.br/noticias/agora-sim-2/
49,https://lnb.com.br/noticias/larga-vitoria/
50,https://lnb.com.br/noticias/velha-historia-com-mesmo-fim/
51,https://lnb.com.br/noticias/segunda-seguida/
52,https://lnb.com.br/noticias/voltando-a-vencer-2/
53,https://lnb.com.br/noticias/mandante-forte/
54,https://lnb.com.br/noticias/trinca-dourada/
55,https://lnb.com.br/noticias/10-029-pontos-vitoria-e-2%c2%aa-lugar/
56,https://lnb.com.br/noticias/voltando-a-respirar/
57,https://lnb.com.br/noticias/memoravel/
58,https://lnb.com.br/noticias/top-5/
59,https://lnb.com.br/noticias/noite-de-day/
60,https://lnb.com.br/noticias/presente-de-grego/
61,https://lnb.com.br/noticias/no-g4/
62,https://lnb.com.br/noticias/so-falta-uma-2/
63,https://lnb.com.br/noticias/perto-do-topo/
64,https://lnb.com.br/noticias/vice-lideranca-mantida/
65,https://lnb.com.br/noticias/minas-97-x-77-sao-jose/
66,https://lnb.com.br/noticias/gas-extra/
67,https://lnb.com.br/noticias/vila-velha-74-x-60-mogi-das-cruzes/
68,https://lnb.com.br/noticias/on-fire-2/
69,https://lnb.com.br/noticias/se-bobear-2/
70,https://lnb.com.br/noticias/na-ultima-bola-2/
71,https://lnb.com.br/noticias/nbb-1213-vila-velha-86-x-93-sao-jose/
72,https://lnb.com.br/noticias/nbb-1213-minas-84-x-86-mogi/
73,https://lnb.com.br/noticias/entre-os-tres-primeiros/
74,https://lnb.com.br/noticias/visitante-indesejado/
75,https://lnb.com.br/noticias/nbb-1213-joinville-86-x-93-liga-sorocabana/
76,https://lnb.com.br/noticias/no-sufoco-2/
77,https://lnb.com.br/noticias/nada-de-festa/
78,https://lnb.com.br/noticias/como-uma-aguia/
79,https://lnb.com.br/noticias/na-raca-4/
80,https://lnb.com.br/noticias/h-de-heroi/
81,https://lnb.com.br/noticias/american-style/
82,https://lnb.com.br/noticias/vitoria-historica/
83,https://lnb.com.br/noticias/fator-casa-2/
84,https://lnb.com.br/noticias/mais-uma-festa-estragada/
85,https://lnb.com.br/noticias/bem-vindo-2013/
86,https://lnb.com.br/noticias/aguenta-coracao/
87,https://lnb.com.br/noticias/nota-10/
88,https://lnb.com.br/noticias/sai-da-frente/
89,https://lnb.com.br/noticias/vice-sexta-seguida-e-1-500/
90,https://lnb.com.br/noticias/de-virada-2/
